Entry	Entry Name	Protein names	EC number
A0A522MHR7	A0A522MHR7_9BURK	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A522MI98	A0A522MI98_9BURK	Salicylate hydroxylase	
A0A522MLS5	A0A522MLS5_9BURK	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A522N8D0	A0A522N8D0_UNCCH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A522NF65	A0A522NF65_9MYCO	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A522NFV4	A0A522NFV4_9MYCO	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A522NJ62	A0A522NJ62_9MYCO	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A522NJ65	A0A522NJ65_9MYCO	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A522NKT9	A0A522NKT9_9MYCO	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A522NL92	A0A522NL92_9MYCO	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A522NLD9	A0A522NLD9_9MYCO	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A522NLU0	A0A522NLU0_9MYCO	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A522NNZ5	A0A522NNZ5_9MYCO	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A522NP50	A0A522NP50_9MYCO	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A522NWF6	A0A522NWF6_9MYCO	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A522NWM0	A0A522NWM0_9MYCO	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A522NYF8	A0A522NYF8_9MYCO	Aromatic-ring-hydroxylating dioxygenase subunit alpha	
A0A522NYH0	A0A522NYH0_9MYCO	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A522NYI1	A0A522NYI1_9MYCO	Aromatic-ring-hydroxylating dioxygenase subunit alpha	
A0A522NYW0	A0A522NYW0_9MYCO	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A522P3F8	A0A522P3F8_9MYCO	(2Fe-2S)-binding protein	
A0A522PMP9	A0A522PMP9_9BURK	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A522QFL4	A0A522QFL4_9BURK	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A522QZ24	A0A522QZ24_9HYPH	Oxidoreductase	
A0A522R7R7	A0A522R7R7_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A522RG04	A0A522RG04_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A522RK55	A0A522RK55_9GAMM	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A522RTZ2	A0A522RTZ2_9GAMM	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A522S062	A0A522S062_9GAMM	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A522SIY3	A0A522SIY3_9BURK	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A522SPY2	A0A522SPY2_9GAMM	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A522T4X6	A0A522T4X6_UNCAC	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A522TVN0	A0A522TVN0_UNCAC	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A522TXC1	A0A522TXC1_9BURK	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A522TYL8	A0A522TYL8_UNCAC	Rieske domain-containing protein	
A0A522VW30	A0A522VW30_9PROT	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A522XKY9	A0A522XKY9_9RHOO	"Benzoate 1,2-dioxygenase large subunit"	
A0A522XMR1	A0A522XMR1_9RHOO	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A522XMR3	A0A522XMR3_9RHOO	Rieske (2Fe-2S) protein	
A0A522XN57	A0A522XN57_9RHOO	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A522XQ08	A0A522XQ08_9RHOO	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A522XQ30	A0A522XQ30_9RHOO	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A522XTM3	A0A522XTM3_9RHOO	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A522XV69	A0A522XV69_9RHOO	"Benzoate 1,2-dioxygenase large subunit"	
A0A522XVY9	A0A522XVY9_9RHOO	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A522XXM0	A0A522XXM0_9RHOO	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A522XXN0	A0A522XXN0_9RHOO	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A522XYW6	A0A522XYW6_9RHOO	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A522XZS0	A0A522XZS0_9RHOO	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A522Y130	A0A522Y130_9RHOO	"Benzoate 1,2-dioxygenase large subunit"	
A0A522Y267	A0A522Y267_9RHOO	"Benzoate 1,2-dioxygenase large subunit"	
A0A522YVA3	A0A522YVA3_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A522ZKI8	A0A522ZKI8_9GAMM	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A522ZPQ3	A0A522ZPQ3_9GAMM	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523D6K2	A0A523D6K2_9BACT	(2Fe-2S)-binding protein	
A0A523E5F0	A0A523E5F0_9BACT	Ribosomal subunit interface protein	
A0A523FCU0	A0A523FCU0_9PROT	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523FCV6	A0A523FCV6_9PROT	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523FDA0	A0A523FDA0_9PROT	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523FDJ3	A0A523FDJ3_9PROT	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523FEP3	A0A523FEP3_9PROT	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523FFF0	A0A523FFF0_9PROT	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523FFL9	A0A523FFL9_9PROT	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523FFN2	A0A523FFN2_9PROT	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523FGM1	A0A523FGM1_9PROT	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523FHB1	A0A523FHB1_9PROT	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523FHE7	A0A523FHE7_9PROT	Salicylate hydroxylase	
A0A523FHN8	A0A523FHN8_9PROT	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523FIC3	A0A523FIC3_9PROT	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523FJ79	A0A523FJ79_9PROT	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523FJJ6	A0A523FJJ6_9PROT	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523FJU8	A0A523FJU8_9PROT	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523FLB1	A0A523FLB1_9PROT	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523FLM0	A0A523FLM0_9PROT	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523FLT7	A0A523FLT7_9PROT	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523FMI2	A0A523FMI2_9PROT	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523FNQ9	A0A523FNQ9_9PROT	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523FNX3	A0A523FNX3_9PROT	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523FQ58	A0A523FQ58_9PROT	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523FQU5	A0A523FQU5_9PROT	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523FR22	A0A523FR22_9PROT	(2Fe-2S)-binding protein	
A0A523FRC9	A0A523FRC9_9PROT	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523FRM1	A0A523FRM1_9PROT	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523FRY3	A0A523FRY3_9PROT	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523FUN4	A0A523FUN4_9PROT	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523G6W9	A0A523G6W9_9PROT	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523H9L0	A0A523H9L0_9PROT	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523HPN8	A0A523HPN8_9BACT	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523HQK7	A0A523HQK7_9BACT	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523HT02	A0A523HT02_UNCCH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523HW12	A0A523HW12_UNCCH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523HW34	A0A523HW34_UNCCH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523HWM3	A0A523HWM3_UNCCH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523HWZ6	A0A523HWZ6_UNCCH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523ICL5	A0A523ICL5_9BACT	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523IU59	A0A523IU59_UNCDE	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523JQS1	A0A523JQS1_9GAMM	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523JV71	A0A523JV71_9GAMM	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523JX96	A0A523JX96_9GAMM	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523K4V5	A0A523K4V5_9GAMM	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523KBA0	A0A523KBA0_UNCDE	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523KD69	A0A523KD69_9GAMM	Rieske (2Fe-2S) protein	
A0A523KWT8	A0A523KWT8_9GAMM	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523L237	A0A523L237_9GAMM	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523L436	A0A523L436_9GAMM	TetR family transcriptional regulator	
A0A523L439	A0A523L439_9GAMM	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523L5V5	A0A523L5V5_9GAMM	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523LBH7	A0A523LBH7_9GAMM	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523LBS9	A0A523LBS9_9GAMM	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523LCA5	A0A523LCA5_9GAMM	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523LD39	A0A523LD39_9GAMM	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523LEB0	A0A523LEB0_9GAMM	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523LEC8	A0A523LEC8_9GAMM	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523LIZ3	A0A523LIZ3_9GAMM	Ring-hydroxylating oxygenase subunit alpha	
A0A523LP62	A0A523LP62_9GAMM	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523LSE1	A0A523LSE1_9GAMM	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523LTJ1	A0A523LTJ1_9GAMM	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523LUJ4	A0A523LUJ4_9GAMM	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523LUT0	A0A523LUT0_9GAMM	Aromatic-ring-hydroxylating dioxygenase alpha subunit C-terminal domain-containing protein	
A0A523LUU4	A0A523LUU4_9GAMM	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523LX92	A0A523LX92_9GAMM	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523LXE2	A0A523LXE2_9GAMM	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523LYH6	A0A523LYH6_9GAMM	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523M0B8	A0A523M0B8_9GAMM	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523M0K7	A0A523M0K7_9GAMM	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523M1J9	A0A523M1J9_9GAMM	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523M1K4	A0A523M1K4_9GAMM	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523M2T3	A0A523M2T3_9GAMM	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523M2Y5	A0A523M2Y5_9GAMM	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523M312	A0A523M312_9GAMM	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523M368	A0A523M368_9GAMM	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523M5K7	A0A523M5K7_9GAMM	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523M6M0	A0A523M6M0_9GAMM	Rieske domain-containing protein	
A0A523MA49	A0A523MA49_9GAMM	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523MJ55	A0A523MJ55_9GAMM	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523MJ69	A0A523MJ69_9GAMM	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523MME1	A0A523MME1_9GAMM	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523MMH9	A0A523MMH9_UNCGE	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523MMI0	A0A523MMI0_UNCGE	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523MRN8	A0A523MRN8_UNCGE	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523MUN9	A0A523MUN9_UNCGE	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523N6Q8	A0A523N6Q8_UNCGE	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523NF71	A0A523NF71_9BACT	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523NTS7	A0A523NTS7_9PROT	Rieske (2Fe-2S) protein	
A0A523NXX2	A0A523NXX2_9PROT	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523P673	A0A523P673_9PROT	Rieske (2Fe-2S) protein	
A0A523PHE5	A0A523PHE5_9PROT	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523PJZ5	A0A523PJZ5_9PROT	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523PQ90	A0A523PQ90_9PROT	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523PS04	A0A523PS04_9PROT	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523PT40	A0A523PT40_9PROT	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523PT68	A0A523PT68_9PROT	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A523Q0X1	A0A523Q0X1_9BURK	Rieske (2Fe-2S) protein	
A0A524B0G5	A0A524B0G5_9ACTN	Rieske domain-containing protein	
A0A524B1G0	A0A524B1G0_9ACTN	Rieske (2Fe-2S) protein	
A0A524B1W8	A0A524B1W8_9ACTN	Rieske domain-containing protein	
A0A524B1Z5	A0A524B1Z5_9ACTN	(2Fe-2S)-binding protein	
A0A524B201	A0A524B201_9ACTN	(2Fe-2S)-binding protein	
A0A524B3V2	A0A524B3V2_9ACTN	Iron-sulfur protein	
A0A524B5C3	A0A524B5C3_9ACTN	(2Fe-2S)-binding protein	
A0A524B6M4	A0A524B6M4_9RHOO	Rieske (2Fe-2S) protein	
A0A524BEA2	A0A524BEA2_9ACTO	(2Fe-2S)-binding protein	
A0A524BGV0	A0A524BGV0_9ACTO	Rieske domain-containing protein	
A0A524BQI4	A0A524BQI4_PSEPU	Glycine-betaine demethylase subunit GbcA	
A0A524GPW0	A0A524GPW0_9GAMM	Aromatic-ring-hydroxylating dioxygenase alpha subunit C-terminal domain-containing protein	
A0A524HBH8	A0A524HBH8_9BACT	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A524HMF2	A0A524HMF2_9BACT	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A524HYL2	A0A524HYL2_9HYPH	Aromatic-ring-hydroxylating dioxygenase alpha subunit C-terminal domain-containing protein	
A0A524JBS6	A0A524JBS6_9FLAO	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A524L042	A0A524L042_UNCMY	Aromatic-ring-hydroxylating dioxygenase alpha subunit C-terminal domain-containing protein	
A0A524L7B6	A0A524L7B6_UNCMY	Aromatic-ring-hydroxylating dioxygenase alpha subunit C-terminal domain-containing protein	
A0A524L8C6	A0A524L8C6_UNCMY	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A524LD09	A0A524LD09_UNCMY	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A524LG18	A0A524LG18_UNCMY	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A524MX99	A0A524MX99_9ACTN	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A524MXW9	A0A524MXW9_9ACTN	Rieske domain-containing protein	
A0A524N9F8	A0A524N9F8_9ACTN	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A524NMG4	A0A524NMG4_UNCMY	Rieske domain-containing protein	
A0A524NPV0	A0A524NPV0_UNCMY	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A524NQ02	A0A524NQ02_UNCMY	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A524NQ72	A0A524NQ72_UNCMY	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A524Q8A1	A0A524Q8A1_9GAMM	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A524QAZ3	A0A524QAZ3_9GAMM	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A524RMU8	A0A524RMU8_9CYAN	(2Fe-2S)-binding protein	
A0A524RTJ2	A0A524RTJ2_9CYAN	(2Fe-2S)-binding protein	
A0A525HGF8	A0A525HGF8_SPHSX	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A525HN83	A0A525HN83_SPHSX	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A525JK35	A0A525JK35_9CAUL	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A525JLP5	A0A525JLP5_9CAUL	Rieske (2Fe-2S) protein	
A0A525JSW7	A0A525JSW7_9CAUL	Rieske (2Fe-2S) protein	
A0A525KWN1	A0A525KWN1_9CAUL	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A525KWU1	A0A525KWU1_9CAUL	Rieske (2Fe-2S) protein	
A0A525PKH1	A0A525PKH1_9RHOB	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A526MCJ9	A0A526MCJ9_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A526MFW1	A0A526MFW1_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A526MH12	A0A526MH12_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A526MPR1	A0A526MPR1_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A526RTV1	A0A526RTV1_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A526V722	A0A526V722_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A526VGQ4	A0A526VGQ4_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A526X4Y8	A0A526X4Y8_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A526YX53	A0A526YX53_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A527BXB6	A0A527BXB6_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A527DXU1	A0A527DXU1_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A527E087	A0A527E087_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A527FH11	A0A527FH11_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A527FU43	A0A527FU43_9HYPH	Aromatic-ring-hydroxylating dioxygenase alpha subunit C-terminal domain-containing protein	
A0A527GDE8	A0A527GDE8_9HYPH	Rieske (2Fe-2S) protein	
A0A527GGS1	A0A527GGS1_9HYPH	Aromatic-ring-hydroxylating dioxygenase alpha subunit C-terminal domain-containing protein	
A0A527H873	A0A527H873_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A527HNP2	A0A527HNP2_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A527HPD0	A0A527HPD0_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A527HR37	A0A527HR37_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A527HS51	A0A527HS51_9HYPH	Rieske (2Fe-2S) protein	
A0A527JGJ3	A0A527JGJ3_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A527JMY1	A0A527JMY1_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A527KST3	A0A527KST3_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A527MN94	A0A527MN94_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A527RQ59	A0A527RQ59_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A527RZ80	A0A527RZ80_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A527TP76	A0A527TP76_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A527TZJ1	A0A527TZJ1_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A527U3A4	A0A527U3A4_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A527V3J1	A0A527V3J1_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A527VJG2	A0A527VJG2_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A527VRM9	A0A527VRM9_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A527VTI4	A0A527VTI4_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A527W1B1	A0A527W1B1_9HYPH	Rieske (2Fe-2S) protein	
A0A527WIZ0	A0A527WIZ0_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A527WLK8	A0A527WLK8_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A527XWV1	A0A527XWV1_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A527ZZP1	A0A527ZZP1_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A528AB60	A0A528AB60_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A528B0C4	A0A528B0C4_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A528B7N5	A0A528B7N5_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A528DY96	A0A528DY96_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A528E1M4	A0A528E1M4_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A528EHR9	A0A528EHR9_9HYPH	Rieske (2Fe-2S) protein	
A0A528KXF3	A0A528KXF3_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A528KY36	A0A528KY36_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A528L9A7	A0A528L9A7_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A528LZ13	A0A528LZ13_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A528MC43	A0A528MC43_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A528TQ81	A0A528TQ81_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A529A8H6	A0A529A8H6_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A529C620	A0A529C620_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A529CAP0	A0A529CAP0_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A529FTP2	A0A529FTP2_9HYPH	Rieske (2Fe-2S) protein	
A0A529GCQ0	A0A529GCQ0_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A529HQS3	A0A529HQS3_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A529HXY4	A0A529HXY4_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A529I7F4	A0A529I7F4_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A529JQ95	A0A529JQ95_9HYPH	Rieske (2Fe-2S) protein	
A0A529M3R2	A0A529M3R2_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A529M526	A0A529M526_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A529M697	A0A529M697_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A529M7B0	A0A529M7B0_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A529MT94	A0A529MT94_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A529NPS1	A0A529NPS1_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A529NUU6	A0A529NUU6_9HYPH	Rieske (2Fe-2S) protein	
A0A529PKA3	A0A529PKA3_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A529Q079	A0A529Q079_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A529Q0S6	A0A529Q0S6_9HYPH	Rieske (2Fe-2S) protein	
A0A529TC77	A0A529TC77_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A529U5S9	A0A529U5S9_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A529U6X3	A0A529U6X3_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A529UEL8	A0A529UEL8_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A529VVA9	A0A529VVA9_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A529W6D7	A0A529W6D7_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A529WS65	A0A529WS65_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A529WSG3	A0A529WSG3_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A529X1F5	A0A529X1F5_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A529X8P4	A0A529X8P4_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A529XCR7	A0A529XCR7_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A529XFU9	A0A529XFU9_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A529YF72	A0A529YF72_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A529ZER7	A0A529ZER7_9HYPH	Rieske (2Fe-2S) protein	
A0A530AIM8	A0A530AIM8_9HYPH	Rieske (2Fe-2S) protein	
A0A530BK37	A0A530BK37_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
